T34,T58,T172,T160,T161,T12,T147,T113,T162,T173,T48,T281,T102,T124,T22,T318,T780,T258,T123,T11,T183,T305,T270,T23,T199,T317,T233,T9,T781,T344,T282,T293,T159,T60,T206,T100,T348,T343,T148,T197,T35,T170,T269,T111,T112,T241,T21,T193,T345,T213,T45,T59
MEG_4248|Drugs|betalactams|Class_A_betalactamases|OKP,4.0,2.0,0,13.0,4.0,4.0,8.0,2.0,2.0,2.0,0,8.0,2.0,2.0,4.0,4.0,0,2.0,0,0,0,2.0,6.0,4.0,0,8.0,0,2.0,0,2.0,10.0,8.0,9.0,0,0,2.0,0,0,4.0,0,0,2.0,9.0,4.0,0,2.0,6.0,0,6.0,0,2.0,2.0
MEG_5070|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4404|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2238|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,0,0,4.0,4.0,2.0,2.0,0,0,6.0,2.0,4.0,0,0,0,4.0,0,2.0,2.0,0,2.0,2.0,4.0,0,0,2.0,2.0,0,0,2.0,0,2.0,4.0,0,0,2.0,2.0,2.0,2.0,0,2.0,0,6.0,1.0,2.0,0,0,0,2.0,0,2.0,2.0
MEG_2390|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5810|Drugs|betalactams|Class_A_betalactamases|PSE,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,2.0,0,0,2.0
MEG_7684|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,0,2.0,0,0,2.0,0,0,0,0,12.0,0,0,2.0,4.0,0,2.0,0,0,2.0,0,2.0,0,2.0,4.0,2.0,0,0,2.0,2.0,8.0,4.0,0,0,0,0,4.0,0,0,0,0,4.0,0,0,0,0,0,0,0,2.0,0
MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,2.0,0,0,4.0,0,0,0,0,0,0,0,7.0,0,0,0,0,42.0,4.0,0,0,0,2.0,2.0,0,0,2.0,2.0,0,0,8.0,2.0,2.0,0,0,0,0,0,6.0,0,0,0,0,4.0,4.0,0,0,0,0,4.0,0,2.0,2.0
MEG_3600|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,12.0,0,2.0,230.0,1.0,4.0,0,0,0,1.0,0,29.0,0,0,0,3.0,0,1.0,0,0,0,200.0,234.0,0,3.0,97.0,0,0,0,14.0,1.0,200.0,0,0,0,1.0,0,29.0,0,0,0,1.0,17.0,3.0,0,5.0,0,0,6.0,1.0,2.0,0
MEG_5867|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,65.0,4.0,25.0,108.0,40.0,60.0,90.0,40.0,22.0,60.0,26.0,96.0,28.0,16.0,35.0,46.0,2.0,35.0,24.0,6.0,48.0,51.0,80.0,29.0,17.0,57.0,18.0,33.0,0,70.0,54.0,95.0,97.0,8.0,6.0,38.0,2.0,52.0,30.0,2.0,22.0,48.0,127.0,54.0,26.0,10.0,30.0,4.0,42.0,18.0,26.0,25.0
MEG_2464|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB,47.0,16.0,49.0,122.0,50.0,87.0,107.0,35.0,28.0,31.0,42.0,55.0,39.0,38.0,31.0,24.0,0,12.0,47.0,2.0,44.0,18.0,35.0,33.0,6.0,26.0,18.0,41.0,0,40.0,24.0,24.0,50.0,17.0,19.0,58.0,6.0,18.0,70.0,10.0,16.0,44.0,87.0,52.0,36.0,10.0,32.0,10.0,19.0,23.0,27.0,19.0
MEG_257|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,12.0,0,2.0,16.0,4.0,12.0,10.0,0,4.0,12.0,0,17.0,2.0,6.0,4.0,19.0,0,12.0,0,4.0,9.0,17.0,14.0,4.0,2.0,10.0,4.0,4.0,0,16.0,21.0,20.0,8.0,0,2.0,2.0,0,10.0,4.0,0,0,6.0,34.0,6.0,2.0,2.0,2.0,0,6.0,4.0,2.0,13.0
MEG_4759|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_2766|Drugs|MLS|23S_rRNA_methyltransferases|ERM,0,2.0,2.0,4.0,0,0,0,2.0,0,7.0,0,8.0,4.0,0,0,6.0,0,6.0,0,0,6.0,11.0,16.0,0,0,7.0,2.0,2.0,0,27.0,3.0,17.0,6.0,0,0,0,0,14.0,2.0,0,2.0,0,20.0,0,2.0,2.0,2.0,0,8.0,0,2.0,0
MEG_3095|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
MEG_5629|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0,4.0,0,4.0,0,0,2.0,2.0,0,4.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3698|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,2.0,2.0,0,0,0,0,0,4.0,0,2.0,0,0,0,0,0,2.0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,2.0,0,0,0
MEG_5251|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,2.0,0,2.0,2.0,2.0,0,0,0,4.0,0,0,0,0,0,2.0,0,0,2.0,2.0,0,0,0,2.0,0,0,0,2.0,2.0,0,4.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,2.0
MEG_3547|Drugs|betalactams|Class_A_betalactamases|LEN,4.0,0,2.0,12.0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,4.0,0,2.0,2.0,2.0,0,2.0,0,2.0,2.0,0,0,0,2.0,6.0,0,0,2.0,0,0,0,0,2.0
MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,7.0,0,4.0,41.0,8.0,8.0,10.0,6.0,2.0,16.0,2.0,28.0,5.0,0,2.0,16.0,0,16.0,0,0,6.0,18.0,20.0,6.0,2.0,14.0,0,0,0,36.0,15.0,31.0,20.0,0,0,6.0,0,71.0,0,0,2.0,8.0,44.0,12.0,6.0,5.0,8.0,0,18.0,4.0,4.0,8.0
MEG_2492|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0
MEG_1407|Drugs|betalactams|Class_A_betalactamases|BLAZ,2.0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,0,0,2.0,0,0,0,19.0,0,32.0,0,0,4.0,2.0,0,0,0,4.0,2.0,0,0,0,4.0,2.0,0,4.0,2.0,2.0,0,0,0,0,8.0,0,0,0,0,2.0,0,0,4.0,0,2.0,0,0,0,0,0,0,0,0,16.0
MEG_2499|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0
MEG_2016|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|COAR,2.0,0,6.0,6.0,2.0,0,6.0,2.0,0,2.0,0,16.0,4.0,2.0,2.0,8.0,0,4.0,0,0,4.0,8.0,14.0,2.0,2.0,8.0,2.0,4.0,0,4.0,6.0,8.0,6.0,0,0,2.0,0,10.0,2.0,0,0,4.0,27.0,4.0,8.0,0,6.0,2.0,14.0,0,2.0,4.0
MEG_4165|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|NHLF,31.0,4.0,15.0,33.0,15.0,21.0,25.0,17.0,14.0,27.0,12.0,58.0,24.0,12.0,15.0,32.0,2.0,16.0,11.0,2.0,25.0,49.0,53.0,11.0,16.0,34.0,5.0,13.0,0,33.0,37.0,38.0,40.0,6.0,10.0,15.0,0,37.0,13.0,4.0,10.0,16.0,62.0,26.0,9.0,4.0,15.0,6.0,23.0,16.0,19.0,14.0
MEG_7248|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,177.0,6.0,18.0,48.0,18.0,19.0,24.0,28.0,10.0,30.0,15.0,168.0,32.0,7.0,18.0,90.0,4.0,75.0,12.0,0,20.0,319.0,412.0,17.0,14.0,349.0,12.0,12.0,2.0,125.0,66.0,379.0,39.0,11.0,4.0,37.0,0,102.0,10.0,2.0,4.0,23.0,374.0,29.0,6.0,6.0,15.0,8.0,71.0,11.0,29.0,458.0
MEG_1833|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_434|Drugs|betalactams|Class_C_betalactamases|ACT,2.0,0,0,8.0,0,0,4.0,0,0,0,0,10.0,0,0,0,8.0,0,6.0,0,0,0,2.0,4.0,0,0,3.0,0,2.0,0,2.0,0,6.0,6.0,0,0,2.0,0,0,0,0,0,0,11.0,4.0,0,2.0,0,0,2.0,0,0,2.0
MEG_7205|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETV,82.0,14.0,41.0,123.0,49.0,70.0,97.0,44.0,35.0,83.0,35.0,176.0,69.0,30.0,56.0,93.0,4.0,73.0,47.0,14.0,66.0,102.0,133.0,43.0,59.0,100.0,35.0,43.0,0,102.0,101.0,149.0,96.0,24.0,24.0,57.0,2.0,85.0,73.0,12.0,28.0,63.0,185.0,86.0,28.0,22.0,59.0,21.0,78.0,29.0,56.0,32.0
MEG_3443|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,51.0,6.0,17.0,29.0,12.0,18.0,37.0,24.0,11.0,22.0,10.0,93.0,33.0,11.0,13.0,47.0,0,45.0,10.0,2.0,24.0,72.0,69.0,20.0,10.0,54.0,12.0,16.0,0,42.0,55.0,65.0,47.0,2.0,4.0,8.0,0,52.0,18.0,2.0,14.0,18.0,98.0,35.0,6.0,6.0,20.0,10.0,51.0,26.0,22.0,26.0
MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0
MEG_1338|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,2.0,0,0,0,0,0,2.0,0,6.0,0,0,0,0,0,2.0,0,0,2.0,2.0,2.0,0,0,2.0,0,0,0,2.0,2.0,2.0,2.0,0,0,0,0,2.0,0,0,0,0,4.0,0,0,0,0,0,0,0,2.0,0
MEG_2911|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,0,2.0,0,0,4.0,2.0,0,0,0,2.0,0,0,0,6.0,0,2.0,0,0,2.0,2.0,2.0,2.0,4.0,0,2.0,0,0,2.0,2.0,7.0,4.0,3.0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,2.0,0,0,4.0,0
MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,4.0,0,4.0,27.0,4.0,2.0,5.0,16.0,0,16.0,0,48.0,0,0,2.0,9.0,0,12.0,2.0,1.0,12.0,53.0,85.0,2.0,7.0,34.0,0,0,0,13.0,10.0,40.0,32.0,0,0,0,0,9.0,0,0,0,1.0,73.0,0,5.0,1.0,7.0,4.0,14.0,0,4.0,4.0
MEG_8152|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,4.0,2.0,4.0,19.0,0,0,4.0,7.0,2.0,19.0,0,54.0,6.0,2.0,4.0,15.0,0,26.0,2.0,0,7.0,14.0,29.0,2.0,6.0,20.0,0,6.0,0,34.0,12.0,34.0,18.0,2.0,0,2.0,0,51.0,3.0,0,4.0,4.0,48.0,7.0,1.0,2.0,8.0,0,18.0,6.0,11.0,1.0
MEG_3689|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,2.0,0,2.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,2.0,0,0,0,2.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,2.0,0,0,2.0
MEG_1321|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_7223|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,30.0,5.0,74.0,418.0,64.0,96.0,86.0,98.0,2.0,272.0,4.0,568.0,116.0,15.0,22.0,167.0,2.0,148.0,10.0,2.0,162.0,282.0,441.0,15.0,54.0,221.0,43.0,13.0,0,143.0,131.0,333.0,314.0,11.0,4.0,135.0,0,127.0,13.0,0,15.0,84.0,629.0,161.0,22.0,62.0,87.0,5.0,145.0,15.0,111.0,126.0
MEG_4151|Drugs|betalactams|Class_B_betalactamases|NDM,4.0,0,0,2.0,0,2.0,6.0,0,0,2.0,2.0,10.0,2.0,0,2.0,0,0,2.0,0,0,8.0,6.0,4.0,0,4.0,2.0,0,2.0,0,0,4.0,4.0,2.0,0,2.0,6.0,0,0,2.0,0,2.0,2.0,6.0,2.0,4.0,2.0,0,0,0,2.0,0,2.0
MEG_4089|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPA,11.0,2.0,0,22.0,6.0,0,4.0,10.0,0,0,0,19.0,4.0,2.0,0,4.0,2.0,7.0,0,0,0,21.0,22.0,2.0,2.0,14.0,0,2.0,0,32.0,16.0,29.0,14.0,0,0,2.0,0,39.0,0,0,2.0,2.0,38.0,6.0,0,0,2.0,0,15.0,0,6.0,2.0
MEG_6711|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1675|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,10.0,2.0,0,0,0,0,0,2.0,0,0,13.0
MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1940|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0
MEG_8700|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,25.0,11.0,43.0,39.0,34.0,15.0,41.0,658.0,20.0,901.0,21.0,159.0,38.0,35.0,77.0,81.0,524.0,83.0,336.0,6.0,183.0,73.0,207.0,43.0,28.0,76.0,19.0,20.0,0,54.0,69.0,132.0,2538.0,48.0,7.0,16.0,1.0,90.0,108.0,4.0,42.0,19.0,438.0,142.0,106.0,38.0,60.0,6.0,42.0,155.0,146.0,742.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,21.0,0,2.0,6.0,2.0,0,9.0,0,0,2.0,2.0,40.0,0,0,0,8.0,0,4.0,0,0,2.0,83.0,108.0,0,0,49.0,2.0,1.0,0,20.0,15.0,84.0,6.0,4.0,0,0,2.0,10.0,2.0,0,4.0,0,37.0,4.0,2.0,0,0,0,17.0,0,0,0
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3.0,0,6.0,17.0,4.0,0,5.0,11.0,0,14.0,0,64.0,2.0,1.0,2.0,21.0,0,11.0,0,0,9.0,60.0,80.0,4.0,2.0,58.0,2.0,0,0,12.0,6.0,47.0,37.0,0,1.0,2.0,0,15.0,0,0,0,0,74.0,1.0,2.0,8.0,10.0,0,10.0,5.0,11.0,4.0
MEG_1821|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0
MEG_6665|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_177|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,0,0,4.0,0,0,0,2.0,0,4.0,0,7.0,0,0,0,4.0,0,4.0,0,0,2.0,6.0,5.0,2.0,0,3.0,0,0,0,6.0,6.0,7.0,2.0,0,0,0,0,4.0,0,0,0,0,8.0,2.0,0,0,0,0,4.0,0,4.0,2.0
MEG_1695|Drugs|betalactams|Class_A_betalactamases|CFX,2.0,0,0,4.0,0,0,0,5.0,0,2.0,0,20.0,2.0,0,0,7.0,2.0,10.0,0,0,2.0,31.0,41.0,0,2.0,37.0,2.0,0,0,7.0,4.0,36.0,12.0,6.0,0,0,0,6.0,0,0,0,2.0,9.0,0,3.0,0,2.0,4.0,9.0,2.0,0,4.0
MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN,2.0,2.0,0,4.0,0,0,4.0,0,0,12.0,0,6.0,0,2.0,0,6.0,0,8.0,0,0,6.0,8.0,11.0,4.0,0,4.0,2.0,2.0,0,8.0,4.0,4.0,4.0,0,0,0,0,8.0,0,0,0,0,19.0,2.0,0,0,4.0,2.0,6.0,0,2.0,0
MEG_5023|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0
MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,17.0,0,0,0,0,2.0,2.0,2.0,0,0,0,0,0,8.0,2.0,2.0,0,0,0,0,0,6.0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,0,0,0,2.0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,4.0,7.0,0,0,0,0,0,0,4.0,0,6.0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0
MEG_719|Drugs|betalactams|Class_B_betalactamases|ALG,25.0,16.0,23.0,64.0,32.0,28.0,38.0,22.0,21.0,55.0,20.0,71.0,22.0,22.0,23.0,20.0,0,28.0,25.0,6.0,41.0,27.0,39.0,24.0,18.0,31.0,27.0,24.0,0,24.0,29.0,42.0,46.0,17.0,21.0,32.0,0,32.0,24.0,6.0,23.0,29.0,86.0,31.0,20.0,12.0,25.0,13.0,33.0,18.0,26.0,26.0
MEG_448|Drugs|betalactams|Class_C_betalactamases|ACT,0,2.0,2.0,2.0,0,2.0,6.0,4.0,0,8.0,0,29.0,2.0,0,0,6.0,0,10.0,0,0,6.0,6.0,8.0,6.0,4.0,10.0,0,0,0,8.0,6.0,12.0,8.0,0,0,2.0,0,12.0,0,0,0,0,30.0,6.0,0,0,4.0,0,8.0,2.0,2.0,4.0
MEG_1565|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,4.0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,4.0,0,0,0,0,2.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,2.0
MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,444.0,113.0,380.0,746.0,315.0,302.0,698.0,498.0,201.0,709.0,191.0,1200.0,422.0,234.0,318.0,650.0,14.0,574.0,257.0,54.0,567.0,709.0,981.0,291.0,334.0,681.0,320.0,333.0,4.0,634.0,604.0,907.0,1213.0,155.0,125.0,304.0,23.0,547.0,324.0,48.0,200.0,349.0,1298.0,561.0,238.0,154.0,392.0,127.0,543.0,253.0,449.0,416.0
MEG_7650|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,2.0,0,0,0,2.0,0,2.0,0,4.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,2.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,0,0,0,0,0,0,0,0,0
MEG_6299|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,2.0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0
MEG_5175|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,2.0,0,0,0,0,0,0,0,6.0,0,0,0,2.0,0,2.0,0,0,0,2.0,4.0,2.0,0,2.0,0,0,0,6.0,0,6.0,2.0,0,0,0,0,2.0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0
MEG_3052|Drugs|betalactams|Class_A_betalactamases|FRI,0,0,2.0,6.0,2.0,0,0,0,2.0,2.0,2.0,6.0,0,0,0,2.0,0,2.0,0,0,0,0,4.0,0,0,4.0,2.0,0,0,4.0,4.0,0,6.0,0,0,2.0,0,6.0,0,0,2.0,4.0,0,4.0,0,0,0,0,4.0,0,0,2.0
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,0,0,2.0,10.0,5.0,6.0,7.0,33.0,2.0,61.0,2.0,14.0,5.0,2.0,2.0,6.0,78.0,6.0,12.0,0,16.0,17.0,13.0,2.0,2.0,13.0,4.0,0,0,10.0,4.0,17.0,150.0,6.0,0,4.0,0,18.0,8.0,0,7.0,6.0,60.0,5.0,9.0,0,4.0,2.0,9.0,8.0,5.0,59.0
MEG_8025|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0
MEG_4456|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4736|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,0,3.0,8.0,2.0,2.0,3.0,0,2.0,4.0,2.0,11.0,0,0,0,8.0,0,4.0,0,2.0,4.0,4.0,4.0,0,2.0,7.0,0,0,0,6.0,6.0,8.0,5.0,0,0,2.0,0,4.0,2.0,0,2.0,0,15.0,4.0,0,2.0,2.0,2.0,6.0,0,0,0
MEG_1464|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BLT,0,2.0,4.0,4.0,0,0,0,8.0,0,4.0,0,15.0,0,2.0,2.0,6.0,19.0,8.0,0,0,6.0,8.0,11.0,0,2.0,8.0,0,2.0,0,8.0,6.0,17.0,7.0,0,0,0,0,16.0,0,0,0,6.0,19.0,6.0,0,2.0,2.0,0,2.0,0,2.0,1.0
MEG_1848|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4751|Drugs|betalactams|Class_D_betalactamases|OXA,10.0,0,2.0,10.0,6.0,4.0,19.0,4.0,6.0,7.0,4.0,22.0,6.0,0,8.0,8.0,2.0,10.0,2.0,2.0,10.0,12.0,14.0,4.0,2.0,12.0,4.0,4.0,0,16.0,10.0,16.0,16.0,0,2.0,4.0,0,8.0,8.0,0,2.0,4.0,28.0,10.0,2.0,8.0,8.0,4.0,6.0,2.0,2.0,2.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,2.0,0,6.0,12.0,4.0,3.0,8.0,45.0,4.0,55.0,2.0,15.0,2.0,5.0,8.0,10.0,49.0,4.0,10.0,0,9.0,8.0,10.0,5.0,0,8.0,6.0,2.0,0,8.0,6.0,18.0,195.0,2.0,4.0,2.0,0,9.0,9.0,0,7.0,5.0,62.0,8.0,19.0,2.0,2.0,0,10.0,12.0,3.0,68.0
MEG_895|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,2.0,2.0,4.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
